uid,participant_id,video_id,narration,start_timestamp,stop_timestamp,start_frame,stop_frame,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,grid_location,prior_grid ,lhand_vposition ,lhand_hposition ,rhand_vposition ,rhand_hposition ,hand in use ,
6596,P03,P03_04,grab spoon,14:22.3,14:24.0,51740,51840,grab,0,spoon,7,['spoon'],[7],,,,,,,,
6597,P03,P03_04,stir onions,14:43.3,15:02.8,53001,54171,stir,6,onion,13,['onion'],[13],"(4,1)",,-1,-1,0,0,right,
6598,P03,P03_04,continue stirring onions,14:43.5,15:22.1,53012,55324,stir,6,onion,13,['onion'],[13],"(4,1)","(4,1)",-1,-1,0,0,right,
6599,P03,P03_04,take chicken,15:22.7,15:23.8,55363,55425,take,0,chicken,62,['chicken'],[62],,,,,,,,
6600,P03,P03_04,move spatula,15:24.4,15:26.0,55467,55557,move,9,spatula,22,['spatula'],[22],,,,,,,,
6601,P03,P03_04,put chicken into pan,15:25.3,15:44.0,55518,56641,put,1,chicken,62,"['chicken', 'pan']","[62, 1]","(4,1)","(4,1)",-1,-1,0,0,right,
6602,P03,P03_04,put chopping board,15:44.0,15:45.4,56640,56724,put,1,board:chopping,19,['board:chopping'],[19],,,,,,,,
6603,P03,P03_04,take bowl,15:46.0,15:46.8,56760,56810,take,0,bowl,6,['bowl'],[6],,,,,,,,
6604,P03,P03_04,put bowl,15:46.7,15:47.4,56803,56842,put,1,bowl,6,['bowl'],[6],,,,,,,,
6605,P03,P03_04,stir food,15:48.7,15:56.6,56920,57394,stir,6,food,37,['food'],[37],"(4,1)",,-1,-1,0,0,right,
6606,P03,P03_04,grab garlic paste,15:56.8,15:57.9,57405,57476,grab,0,paste:garlic,145,['paste:garlic'],[145],,,,,,,,
6607,P03,P03_04,put garlic paste,15:58.6,16:06.0,57514,57958,put,1,paste:garlic,145,['paste:garlic'],[145],"(4,1)","(4,1)",0,0,0,0,both,
6608,P03,P03_04,close garlic paste,16:06.1,16:07.1,57968,58028,close,3,paste:garlic,145,['paste:garlic'],[145],,,,,,,,
6609,P03,P03_04,stir food,16:08.1,16:30.0,58086,59398,stir,6,food,37,['food'],[37],"(4,1)","(4,1)",-1,-1,0,0,right,
6610,P03,P03_04,grab spices,16:31.1,16:32.7,59463,59562,grab,0,spice,79,['spice'],[79],,,,,,,,
6611,P03,P03_04,open spice,16:32.7,16:33.3,59562,59595,open,2,spice,79,['spice'],[79],,,,,,,,
6612,P03,P03_04,pour spice,16:33.6,16:35.6,59614,59734,pour,7,spice,79,['spice'],[79],"(4,1)","(4,1)",-1,-1,0,0,right,
6613,P03,P03_04,close spice,16:35.9,16:36.5,59753,59791,close,3,spice,79,['spice'],[79],,,,,,,,
6614,P03,P03_04,put spice,16:36.3,16:36.9,59781,59815,put,1,spice,79,['spice'],[79],,,,,,,,
6615,P03,P03_04,grab spice,16:37.2,16:37.7,59829,59865,grab,0,spice,79,['spice'],[79],,,,,,,,
6616,P03,P03_04,open spice,16:38.2,16:38.9,59893,59931,open,2,spice,79,['spice'],[79],,,,,,,,
6617,P03,P03_04,open spice,16:38.4,16:38.9,59902,59932,open,2,spice,79,['spice'],[79],,,,,,,,
6618,P03,P03_04,pour spice,16:39.2,16:40.1,59953,60003,pour,7,spice,79,['spice'],[79],"(4,1)","(4,1)",-1,-1,0,0,right,
6619,P03,P03_04,pour spice,16:39.3,16:42.0,59957,60122,pour,7,spice,79,['spice'],[79],,,,,,,,
6620,P03,P03_04,close spice,16:41.9,16:42.6,60114,60157,close,3,spice,79,['spice'],[79],,,,,,,,
6621,P03,P03_04,close spice,16:42.0,16:42.6,60118,60158,close,3,spice,79,['spice'],[79],,,,,,,,
6622,P03,P03_04,put spice,16:42.6,16:43.3,60153,60197,put,1,spice,79,['spice'],[79],"(4,1)","(4,1)",-1,-1,0,0,right,
6623,P03,P03_04,put spice,16:42.7,16:43.5,60164,60210,put,1,spice,79,['spice'],[79],"(4,1)","(4,1)",-1,-1,0,0,right,
6624,P03,P03_04,grab spice,16:43.4,16:44.3,60203,60260,grab,0,spice,79,['spice'],[79],,,,,,,,
6625,P03,P03_04,grab spice,16:44.1,16:44.7,60243,60283,grab,0,spice,79,['spice'],[79],,,,,,,,
6626,P03,P03_04,open spice,16:44.6,16:45.2,60277,60311,open,2,spice,79,['spice'],[79],,,,,,,,
6627,P03,P03_04,pour spice,16:45.5,16:46.2,60328,60374,pour,7,spice,79,['spice'],[79],"(4,1)","(4,1)",-1,-1,0,0,right,
6628,P03,P03_04,close spice,16:46.3,16:46.8,60378,60409,close,3,spice,79,['spice'],[79],,,,,,,,
6629,P03,P03_04,put spice,16:46.9,16:47.5,60415,60447,put,1,spice,79,['spice'],[79],,,,,,,,
6630,P03,P03_04,grab pepper,16:47.6,16:48.2,60453,60493,grab,0,pepper,46,['pepper'],[46],,,,,,,,
6631,P03,P03_04,put pepper,16:48.9,16:52.1,60532,60724,put,1,pepper,46,['pepper'],[46],"(4,1)","(4,1)",0,0,0,0,both,
6632,P03,P03_04,close pepper,16:52.3,16:52.8,60736,60766,close,3,pepper,46,['pepper'],[46],,,,,,,,
6633,P03,P03_04,put pepper,16:54.8,17:00.8,60886,61246,put,1,pepper,46,['pepper'],[46],,,,,,,,
6634,P03,P03_04,stir food,17:02.4,17:27.1,61342,62827,stir,6,food,37,['food'],[37],"(4,1)","(4,1)",-1,-1,0,0,right,
6635,P03,P03_04,grab olive oil,17:28.3,17:29.1,62896,62943,grab,0,oil:olive,24,['oil:olive'],[24],,,,,,,,
6636,P03,P03_04,open olive oil,17:29.9,17:30.6,62996,63036,open,2,oil:olive,24,['oil:olive'],[24],,,,,,,,
6637,P03,P03_04,pour olive oil,17:30.8,17:34.0,63046,63241,pour,7,oil:olive,24,['oil:olive'],[24],"(4,1)","(4,1)",-1,-1,0,0,right,
6638,P03,P03_04,close olive oil,17:34.5,17:35.5,63271,63331,close,3,oil:olive,24,['oil:olive'],[24],,,,,,,,
6639,P03,P03_04,put olive oil,17:35.6,17:36.3,63334,63376,put,1,oil:olive,24,['oil:olive'],[24],,,,,,,,
6640,P03,P03_04,stir food,17:37.7,18:09.2,63460,65350,stir,6,food,37,['food'],[37],"(4,1)","(4,1)",-1,-1,0,0,right,
6641,P03,P03_04,grab garlic paste,18:08.7,18:09.4,65323,65362,grab,0,paste:garlic,145,['paste:garlic'],[145],,,,,,,,
6642,P03,P03_04,open fridge,18:12.2,18:13.1,65532,65583,open,2,fridge,10,['fridge'],[10],,,,,,,,
6643,P03,P03_04,put garlic paste,18:13.0,18:14.2,65580,65650,put,1,paste:garlic,145,['paste:garlic'],[145],,,,,,,,
6644,P03,P03_04,close fridge,18:13.9,18:14.4,65632,65662,close,3,fridge,10,['fridge'],[10],,,,,,,,
6645,P03,P03_04,stir food,18:16.2,18:33.0,65772,66781,stir,6,food,37,['food'],[37],"(4,1)",,-1,-1,0,0,right,
6646,P03,P03_04,check food,18:35.2,18:37.7,66913,67065,check,20,food,37,['food'],[37],,,,,,,,
6647,P03,P03_04,put pans,18:45.8,18:52.8,67547,67970,put,1,pan,1,['pan'],[1],,,,,,,,
6648,P03,P03_04,grab pans,18:46.4,18:48.7,67581,67724,grab,0,pan,1,['pan'],[1],,,,,,,,
6649,P03,P03_04,grab plate,18:49.5,18:50.1,67767,67804,grab,0,plate,4,['plate'],[4],,,,,,,,
6650,P03,P03_04,open cupboard,18:50.7,18:52.0,67843,67922,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
6651,P03,P03_04,put plate,18:51.7,18:52.7,67903,67963,put,1,plate,4,['plate'],[4],,,,,,,,
6652,P03,P03_04,open cupboard,18:53.6,18:54.3,68019,68055,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
6653,P03,P03_04,put plate,18:54.2,18:55.2,68049,68109,put,1,plate,4,['plate'],[4],,,,,,,,
6654,P03,P03_04,close cupboard,18:55.0,18:55.5,68100,68130,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
6655,P03,P03_04,grab lids,18:55.9,18:57.6,68151,68257,grab,0,lid,11,['lid'],[11],,,,,,,,
6656,P03,P03_04,grab lunch box,18:57.6,18:58.6,68253,68313,grab,0,box:lunch,39,['box:lunch'],[39],,,,,,,,
6657,P03,P03_04,grab lunch box,18:58.6,18:59.6,68317,68373,grab,0,box:lunch,39,['box:lunch'],[39],,,,,,,,
6658,P03,P03_04,open cupboard,18:59.6,19:00.3,68379,68416,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
6659,P03,P03_04,put lids,19:00.5,19:03.7,68431,68623,put,1,lid,11,['lid'],[11],,,,,,,,
6660,P03,P03_04,put lunch box,19:00.6,19:01.1,68436,68466,put,1,box:lunch,39,['box:lunch'],[39],,,,,,,,
6661,P03,P03_04,put lunch box,19:01.3,19:02.6,68475,68553,put,1,box:lunch,39,['box:lunch'],[39],,,,,,,,
6662,P03,P03_04,grab glass,19:04.5,19:05.2,68671,68711,grab,0,glass,16,['glass'],[16],,,,,,,,
6663,P03,P03_04,put glass,19:05.5,19:06.2,68727,68770,put,1,glass,16,['glass'],[16],,,,,,,,
6664,P03,P03_04,grab cutlery,19:06.4,19:07.2,68783,68834,grab,0,cutlery,75,['cutlery'],[75],,,,,,,,
6665,P03,P03_04,open drawer,19:08.1,19:09.2,68885,68951,open,2,drawer,9,['drawer'],[9],,,,,,,,
6666,P03,P03_04,put cutlery,19:09.3,19:12.3,68957,69137,put,1,cutlery,75,['cutlery'],[75],,,,,,,,
6667,P03,P03_04,close drawer,19:12.4,19:13.2,69143,69190,close,3,drawer,9,['drawer'],[9],,,,,,,,
6668,P03,P03_04,open fridge,19:13.5,19:14.5,69209,69269,open,2,fridge,10,['fridge'],[10],,,,,,,,
6669,P03,P03_04,grab squash,19:14.4,19:15.4,69265,69321,grab,0,squash,99,['squash'],[99],,,,,,,,
6670,P03,P03_04,close fridge,19:15.4,19:15.9,69326,69356,close,3,fridge,10,['fridge'],[10],,,,,,,,
6671,P03,P03_04,stir food,19:19.3,19:31.6,69559,70294,stir,6,food,37,['food'],[37],"(4,1)",,-1,-1,0,0,right,
6672,P03,P03_04,open squash,19:32.4,19:34.2,70347,70452,open,2,squash,99,['squash'],[99],,,,,,,,
6673,P03,P03_04,pour squash,19:36.9,19:40.4,70612,70822,pour,7,squash,99,['squash'],[99],,,,,,,,
6674,P03,P03_04,pour squash,19:41.6,19:45.7,70894,71140,pour,7,squash,99,['squash'],[99],,,,,,,,
6675,P03,P03_04,put down glass,19:45.9,19:46.4,71152,71182,put-down,1,glass,16,['glass'],[16],,,,,,,,
6676,P03,P03_04,close squash,19:47.0,19:47.7,71218,71263,close,3,squash,99,['squash'],[99],,,,,,,,
6677,P03,P03_04,open fridge,19:48.8,19:49.5,71326,71371,open,2,fridge,10,['fridge'],[10],,,,,,,,
6678,P03,P03_04,put squash,19:49.4,19:50.3,71362,71416,put,1,squash,99,['squash'],[99],,,,,,,,
6679,P03,P03_04,close fridge,19:50.1,19:50.6,71406,71436,close,3,fridge,10,['fridge'],[10],,,,,,,,
6680,P03,P03_04,pick up squash,19:51.5,19:52.2,71491,71533,pick-up,0,squash,99,['squash'],[99],,,,,,,,
6681,P03,P03_04,turn on tap,19:52.0,19:53.7,71517,71622,turn-on,12,tap,3,['tap'],[3],,,,,,,,
6682,P03,P03_04,fill squash,19:53.6,19:57.1,71614,71826,fill,24,squash,99,['squash'],[99],,,,,,,,
6683,P03,P03_04,turn off tap,19:56.8,19:57.3,71806,71836,turn-off,15,tap,3,['tap'],[3],,,,,,,,
6684,P03,P03_04,put down glass,20:03.1,20:03.8,72187,72228,put-down,1,glass,16,['glass'],[16],,,,,,,,
6685,P03,P03_04,stir food,20:05.2,20:10.5,72309,72631,stir,6,food,37,['food'],[37],"(4,1)",,-1,-1,0,0,right,
6686,P03,P03_04,pick up bottle,20:10.8,20:11.6,72646,72697,pick-up,0,bottle,28,['bottle'],[28],,,,,,,,
6687,P03,P03_04,pour onions,20:11.6,20:15.2,72697,72913,pour,7,onion,13,['onion'],[13],"(4,1)",,0,0,0,0,both,
6688,P03,P03_04,stir food,20:16.6,20:25.5,72995,73533,stir,6,food,37,['food'],[37],"(4,1)","(4,1)",-1,-1,0,0,right,
6689,P03,P03_04,put onions in pan,20:25.8,20:29.4,73545,73762,put,1,onion,13,"['onion', 'pan']","[13, 1]","(4,1)","(4,1)",-1,-1,0,0,right,
6690,P03,P03_04,stir food,20:29.0,20:47.7,73738,74863,stir,6,food,37,['food'],[37],"(4,1)","(4,1)",-1,-1,0,0,right,
6691,P03,P03_04,continue stirring food,20:49.4,20:59.0,74962,75537,stir,6,food,37,['food'],[37],"(4,1)","(4,1)",-1,-1,0,0,right,
6692,P03,P03_04,take spice,21:05.2,21:06.0,75910,75961,take,0,spice,79,['spice'],[79],,,,,,,,
6693,P03,P03_04,open spice,21:06.7,21:07.2,75999,76032,open,2,spice,79,['spice'],[79],,,,,,,,
6694,P03,P03_04,pour spice,21:07.3,21:09.4,76036,76162,pour,7,spice,79,['spice'],[79],"(4,1)","(4,1)",-1,-1,0,0,right,
6695,P03,P03_04,close spice,21:09.4,21:10.0,76165,76200,close,3,spice,79,['spice'],[79],,,,,,,,
6696,P03,P03_04,take spice,21:10.7,21:11.4,76240,76285,take,0,spice,79,['spice'],[79],,,,,,,,
6697,P03,P03_04,open spice,21:11.8,21:12.8,76305,76365,open,2,spice,79,['spice'],[79],,,,,,,,
6698,P03,P03_04,pour spice,21:13.1,21:18.9,76386,76731,pour,7,spice,79,['spice'],[79],"(4,1)","(4,1)",-1,-1,0,0,right,
6699,P03,P03_04,close spice,21:18.6,21:19.1,76714,76744,close,3,spice,79,['spice'],[79],,,,,,,,
6700,P03,P03_04,put spice,21:19.2,21:20.3,76752,76820,put,1,spice,79,['spice'],[79],,,,,,,,
6701,P03,P03_04,serve food,21:20.2,21:55.5,76815,78929,serve,60,food,37,['food'],[37],,,,,,,,
6702,P03,P03_04,pick up coconut milk,21:56.0,21:57.2,78960,79035,pick-up,0,milk:coconut,43,['milk:coconut'],[43],,,,,,,,
6703,P03,P03_04,spoon coconut milk,21:57.4,22:46.6,79041,81996,spoon,19,milk:coconut,43,['milk:coconut'],[43],,,,,,,,
6704,P03,P03_04,pour coconut milk,21:57.5,22:14.4,79048,80066,pour,7,milk:coconut,43,['milk:coconut'],[43],"(4,1)","(4,1)",0,0,0,0,both,
6705,P03,P03_04,put can,22:46.4,22:48.9,81986,82136,put,1,can,87,['can'],[87],,,,,,,,
6706,P03,P03_04,pour stock,22:51.5,22:54.3,82292,82457,pour,7,stock,111,['stock'],[111],"(4,1)","(4,1)",0,0,-1,-1,left,
6707,P03,P03_04,spoon stock,22:56.3,22:59.6,82579,82778,spoon,19,stock,111,['stock'],[111],,,,,,,,
6708,P03,P03_04,put measuring cup,23:01.0,23:02.3,82859,82938,put,1,cup:measuring,23,['cup:measuring'],[23],,,,,,,,
6709,P03,P03_04,stir food,23:01.3,23:18.1,82880,83886,stir,6,food,37,['food'],[37],"(4,1)","(4,1)",-1,-1,0,0,right,
6710,P03,P03_04,pick up stock,23:19.2,23:20.4,83949,84027,pick-up,0,stock,111,['stock'],[111],,,,,,,,
6711,P03,P03_04,pour granules,23:21.1,23:27.4,84068,84443,pour,7,stock,111,['stock'],[111],"(4,1)","(4,1)",-1,-1,0,0,right,
6712,P03,P03_04,close stock,23:27.4,23:28.1,84441,84484,close,3,stock,111,['stock'],[111],,,,,,,,
6713,P03,P03_04,put stock,23:28.2,23:28.9,84490,84533,put,1,stock,111,['stock'],[111],,,,,,,,
6714,P03,P03_04,stir food,23:29.8,23:41.0,84587,85258,stir,6,food,37,['food'],[37],"(4,1)","(4,1)",-1,-1,0,0,right,
6715,P03,P03_04,continue stirring food,23:34.9,23:48.4,84893,85704,stir,6,food,37,['food'],[37],"(4,1)","(4,1)",-1,-1,0,0,right,
6716,P03,P03_04,open cupboard,23:56.5,23:58.2,86193,86294,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
6717,P03,P03_04,grab lid,23:58.2,23:58.8,86290,86330,grab,0,lid,11,['lid'],[11],,,,,,,,
6718,P03,P03_04,put lid on saucepan,24:00.4,24:01.7,86425,86500,put,1,lid,11,"['lid', 'saucepan']","[11, 1]","(4,1)","(4,1)",0,0,-1,-1,left,
6719,P03,P03_04,turn down hob,24:01.8,24:02.5,86506,86552,turn-down,65,hob,47,['hob'],[47],,,,,,,,
6720,P03,P03_04,put spatula,24:05.0,24:07.1,86700,86827,put,1,spatula,22,['spatula'],[22],,,,,,,,
6721,P03,P03_04,take spoon,24:07.3,24:08.5,86835,86910,take,0,spoon,7,['spoon'],[7],,,,,,,,
6722,P03,P03_04,wash spoon,24:10.2,24:13.6,87012,87216,wash,4,spoon,7,['spoon'],[7],,,,,,,,
6723,P03,P03_04,put spoon on side,24:16.7,24:18.2,87401,87491,put,1,spoon,7,"['spoon', 'side']","[7, 78]",,,,,,,,
6724,P03,P03_04,grab,24:23.0,24:24.0,87782,87842,grab,0,spoon,7,['spoon'],[7],,,,,,,,
6725,P03,P03_04,put stuff,24:24.4,24:25.4,87863,87923,put,1,spoon,7,['spoon'],[7],,,,,,,,
6726,P03,P03_04,wash can,24:26.9,24:38.1,88012,88685,wash,4,can,87,['can'],[87],,,,,,,,
6727,P03,P03_04,grab lid,24:39.1,24:40.3,88745,88820,grab,0,lid,11,['lid'],[11],,,,,,,,
6728,P03,P03_04,wash lid,24:40.3,24:48.9,88816,89336,wash,4,lid,11,['lid'],[11],,,,,,,,
6729,P03,P03_04,put lid in can,24:48.8,24:49.3,89325,89355,put,1,lid,11,['lid'],[11],,,,,,,,
6730,P03,P03_04,turn off tap,24:49.6,24:50.5,89376,89427,turn-off,15,tap,3,['tap'],[3],,,,,,,,
6731,P03,P03_04,put can on side,24:53.0,24:54.1,89580,89647,put-on,1,side,78,['side'],[78],,,,,,,,
6732,P03,P03_04,open lid,24:56.4,24:57.0,89781,89819,open,2,lid,11,['lid'],[11],,,,,,,,
6733,P03,P03_04,close lid,24:57.0,24:58.0,89817,89878,close,3,lid,11,['lid'],[11],,,,,,,,
6734,P03,P03_04,grab can,25:02.1,25:02.9,90123,90176,grab,0,can,87,['can'],[87],,,,,,,,
6735,P03,P03_04,put can,25:03.0,25:03.7,90182,90222,put,1,can,87,['can'],[87],,,,,,,,
6736,P03,P03_04,grab knife,25:05.1,25:06.8,90304,90408,grab,0,knife,5,['knife'],[5],,,,,,,,
6737,P03,P03_04,put knife,25:07.6,25:08.4,90456,90501,put,1,knife,5,['knife'],[5],,,,,,,,
6738,P03,P03_04,open drawer,25:09.7,25:10.5,90579,90628,open,2,drawer,9,['drawer'],[9],,,,,,,,
6739,P03,P03_04,put can opener,25:10.4,25:11.8,90625,90707,put,1,opener:can,203,['opener:can'],[203],,,,,,,,
6740,P03,P03_04,close drawer,25:11.7,25:12.5,90699,90748,close,3,drawer,9,['drawer'],[9],,,,,,,,
6741,P03,P03_04,grab almonds,25:12.3,25:13.5,90736,90809,grab,0,almond,255,['almond'],[255],,,,,,,,
6742,P03,P03_04,grab drink,25:16.1,25:16.9,90967,91016,grab,0,drink,281,['drink'],[281],,,,,,,,
6743,P03,P03_04,put drink,25:32.3,25:33.0,91935,91977,put,1,drink,281,['drink'],[281],,,,,,,,
6744,P03,P03_04,turn up heat,25:42.6,26:01.0,92553,93663,turn-up,71,heat,106,['heat'],[106],,,,,,,,
6745,P03,P03_04,clean side,26:24.9,26:27.1,95094,95229,clean,4,side,78,['side'],[78],,,,,,,,
6746,P03,P03_04,put side in bin,26:27.5,26:28.1,95250,95286,put,1,side,78,"['side', 'bin']","[78, 25]",,,,,,,,
6747,P03,P03_04,turn down heat,26:54.7,26:56.1,96879,96966,turn-down,65,heat,106,['heat'],[106],,,,,,,,
6748,P03,P03_04,pick up glass,27:24.9,27:30.5,98692,99029,pick-up,0,glass,16,['glass'],[16],,,,,,,,
6749,P03,P03_04,put glass,27:31.6,27:32.7,99093,99163,put,1,glass,16,['glass'],[16],,,,,,,,
6750,P03,P03_04,turn down heat,27:39.6,27:40.7,99578,99639,turn-down,65,heat,106,['heat'],[106],,,,,,,,
6751,P03,P03_05,stir food,00:03.0,00:10.4,180,623,stir,6,food,37,['food'],[37],"(4,1)",,-1,-1,0,0,right,
6752,P03,P03_05,grab kettle,00:11.0,00:11.6,657,694,grab,0,kettle,38,['kettle'],[38],,,,,,,,
6753,P03,P03_05,open kettle,00:11.4,00:12.5,682,748,open,2,kettle,38,['kettle'],[38],,,,,,,,
6754,P03,P03_05,fill kettle,00:12.7,00:14.5,763,868,fill,24,kettle,38,['kettle'],[38],,,,,,,,
6755,P03,P03_05,turn off tap,00:14.0,00:15.4,838,927,turn-off,15,tap,3,['tap'],[3],,,,,,,,
6756,P03,P03_05,close kettle,00:14.4,00:14.9,861,891,close,3,kettle,38,['kettle'],[38],,,,,,,,
6757,P03,P03_05,put kettle,00:15.3,00:16.6,919,995,put,1,kettle,38,['kettle'],[38],,,,,,,,
6758,P03,P03_05,turn on kettle,00:16.1,00:16.9,964,1016,turn-on,12,kettle,38,['kettle'],[38],,,,,,,,
6759,P03,P03_05,open cupboard,00:17.4,00:18.5,1044,1107,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
6760,P03,P03_05,grab saucepan,00:19.0,00:20.8,1140,1245,grab,0,saucepan,1,['saucepan'],[1],,,,,,,,
6761,P03,P03_05,put saucepan,00:20.8,00:21.7,1250,1299,put,1,saucepan,1,['saucepan'],[1],"(4,1)",,-1,-1,0,0,right,
6762,P03,P03_05,turn on hob,00:21.7,00:22.8,1300,1365,turn-on,12,hob,47,['hob'],[47],"(4,1)","(4,1)",-1,-1,0,0,right,
6763,P03,P03_05,grab cup,00:22.7,00:23.8,1362,1430,grab,0,cup,23,['cup'],[23],,,,,,,,
6764,P03,P03_05,put cup,00:23.9,00:25.1,1436,1506,put,1,cup,23,['cup'],[23],,,,,,,,
6765,P03,P03_05,turn on hob,00:24.8,00:25.6,1489,1534,turn-on,12,hob,47,['hob'],[47],"(4,1)","(4,1)",-1,-1,0,0,right,
6766,P03,P03_05,open rice,00:26.5,00:28.8,1591,1728,open,2,rice,44,['rice'],[44],,,,,,,,
6767,P03,P03_05,pour rice,00:29.4,00:34.6,1763,2078,pour,7,rice,44,['rice'],[44],"(4,1)","(4,1)",0,0,0,0,both,
6768,P03,P03_05,close rice,00:35.2,00:38.5,2109,2308,close,3,rice,44,['rice'],[44],,,,,,,,
6769,P03,P03_05,put rice,00:38.6,00:39.1,2314,2344,put,1,rice,44,['rice'],[44],,,,,,,,
6770,P03,P03_05,pour rice,00:39.6,00:41.1,2379,2464,pour,7,rice,44,['rice'],[44],"(4,1)","(4,1)",-1,-1,0,0,right,
6771,P03,P03_05,put cup,00:43.5,00:44.3,2611,2656,put,1,cup,23,['cup'],[23],,,,,,,,
6772,P03,P03_05,grab salt,00:45.0,00:46.0,2702,2761,grab,0,salt,31,['salt'],[31],,,,,,,,
6773,P03,P03_05,open salt,00:46.7,00:47.2,2804,2834,open,2,salt,31,['salt'],[31],,,,,,,,
6774,P03,P03_05,pour salt,00:47.5,00:50.8,2852,3050,pour,7,salt,31,['salt'],[31],"(4,1)","(4,1)",-1,-1,0,0,right,
6775,P03,P03_05,put salt,00:51.0,00:51.8,3057,3105,put,1,salt,31,['salt'],[31],,,,,,,,
6776,P03,P03_05,shake saucer,00:51.9,00:53.5,3114,3207,shake,14,saucer,4,['saucer'],[4],"(4,1)","(4,1)",-1,-1,0,0,right,
6777,P03,P03_05,open cupboard,00:54.1,00:55.1,3243,3308,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
6778,P03,P03_05,grab lid,00:55.6,00:57.3,3336,3441,grab,0,lid,11,['lid'],[11],,,,,,,,
6779,P03,P03_05,close cupboard,00:57.0,00:57.8,3420,3465,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
6780,P03,P03_05,put lid,00:57.6,00:58.6,3458,3516,put,1,lid,11,['lid'],[11],,,,,,,,
6781,P03,P03_05,stir food,01:01.1,01:07.6,3669,4059,stir,6,food,37,['food'],[37],"(4,1)","(4,1)",-1,-1,0,0,right,
6782,P03,P03_05,grab almonds,01:07.6,01:09.1,4053,4147,grab,0,almond,255,['almond'],[255],,,,,,,,
6783,P03,P03_05,open canned almonds,01:09.2,01:16.4,4153,4584,open,2,almond:canned,255,['almond:canned'],[255],,,,,,,,
6784,P03,P03_05,spoon,01:16.2,01:17.2,4574,4634,spoon,19,almond:canned,255,['almond:canned'],[255],,,,,,,,
6785,P03,P03_05,pour almonds,01:19.7,01:26.8,4780,5208,pour,7,almond,255,['almond'],[255],"(4,1)","(4,1)",7,0,-1,-1,left,
6786,P03,P03_05,spoon almonds,01:27.7,01:29.6,5260,5375,spoon,19,almond,255,['almond'],[255],,,,,,,,
6787,P03,P03_05,close almonds,01:32.9,01:39.1,5574,5945,close,3,almond,255,['almond'],[255],,,,,,,,
6788,P03,P03_05,stir food,01:40.4,01:51.4,6023,6682,stir,6,food,37,['food'],[37],"(4,1)","(4,1)",-1,-1,0,0,right,
6789,P03,P03_05,grab kettle,01:53.5,01:54.2,6809,6854,grab,0,kettle,38,['kettle'],[38],,,,,,,,
6790,P03,P03_05,put saucepan,01:55.0,01:55.8,6898,6946,put,1,saucepan,1,['saucepan'],[1],,,,,,,,
6791,P03,P03_05,pour kettle,01:56.3,01:58.8,6978,7129,pour,7,kettle,38,['kettle'],[38],"(4,1)","(4,1)",7,0,-1,-1,left,
6792,P03,P03_05,put lid,01:59.0,02:00.0,7139,7198,put,1,lid,11,['lid'],[11],,,,,,,,
6793,P03,P03_05,put kettle,02:00.8,02:01.5,7248,7288,put,1,kettle,38,['kettle'],[38],,,,,,,,
6794,P03,P03_05,stir food,02:01.4,02:03.3,7281,7395,stir,6,food,37,['food'],[37],"(4,1)","(4,1)",-1,-1,0,0,right,
6795,P03,P03_05,open almonds,02:04.7,02:05.6,7483,7537,open,2,almond,255,['almond'],[255],,,,,,,,
6796,P03,P03_05,pour almonds,02:06.8,02:08.6,7607,7714,pour,7,almond,255,['almond'],[255],"(4,1)","(4,1)",-1,-1,0,0,right,
6797,P03,P03_05,stir food,02:13.4,02:29.7,8004,8979,stir,6,food,37,['food'],[37],"(4,1)","(4,1)",-1,-1,0,0,right,
6798,P03,P03_05,take out spoon,02:29.9,02:30.6,8992,9038,take-out,10,spoon,7,['spoon'],[7],,,,,,,,
6799,P03,P03_05,tap spoon,02:31.0,02:36.2,9061,9369,tap,55,spoon,7,['spoon'],[7],,,,,,,,
6800,P03,P03_05,close almonds,02:37.5,02:44.7,9451,9882,close,3,almond,255,['almond'],[255],,,,,,,,
6801,P03,P03_05,open cupboard,02:46.1,02:46.8,9964,10009,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
6802,P03,P03_05,put almonds,02:47.2,02:47.9,10030,10075,put,1,almond,255,['almond'],[255],,,,,,,,
6803,P03,P03_05,close cupboard,02:48.0,02:48.5,10081,10112,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
6804,P03,P03_05,grab salt,02:49.4,02:50.4,10163,10223,grab,0,salt,31,['salt'],[31],,,,,,,,
6805,P03,P03_05,pour salt,02:51.5,02:59.2,10289,10754,pour,7,salt,31,['salt'],[31],"(4,1)",,-1,-1,0,0,right,
6806,P03,P03_05,put salt,03:00.3,03:00.8,10820,10850,put,1,salt,31,['salt'],[31],,,,,,,,
6807,P03,P03_05,stir food,03:01.7,03:05.9,10905,11152,stir,6,food,37,['food'],[37],"(4,1)","(4,1)",-1,-1,0,0,right,
6808,P03,P03_05,rinse spoon,03:07.0,03:09.5,11217,11369,rinse,4,spoon,7,['spoon'],[7],,,,,,,,
